loss,accuracy,val_loss,val_accuracy,lr
0.8317285776138306,0.5803212523460388,0.6617276072502136,0.6066066026687622,9.999999747378752e-05
0.6477026343345642,0.6736947298049927,0.6237836480140686,0.6406406164169312,9.999999747378752e-05
0.6206704378128052,0.6827309131622314,0.6488693356513977,0.6526526212692261,9.999999747378752e-05
0.5713686943054199,0.7198795080184937,0.6091159582138062,0.6796796917915344,9.999999747378752e-05
0.513313889503479,0.7530120015144348,0.6539416909217834,0.6616616249084473,9.999999747378752e-05
0.5140367150306702,0.7560240626335144,0.5770061612129211,0.7027027010917664,9.999999747378752e-05
0.5325910449028015,0.7580320835113525,0.6382368206977844,0.6796796917915344,9.999999747378752e-05
0.4954167604446411,0.7700802683830261,0.5011794567108154,0.7537537217140198,9.999999747378752e-05
0.46133822202682495,0.7781124114990234,0.5522250533103943,0.7167167067527771,9.999999747378752e-05
0.4775439500808716,0.7891566157341003,0.6107808947563171,0.6916916966438293,9.999999747378752e-05
0.4588589668273926,0.7781124114990234,0.5505661964416504,0.7277277112007141,9.999999747378752e-05
0.6015902757644653,0.6787148118019104,0.5504783391952515,0.7277277112007141,9.999999747378752e-06
0.535184919834137,0.7540160417556763,0.5411102175712585,0.7357357144355774,9.999999747378752e-06
0.5053642392158508,0.7660642266273499,0.5250986218452454,0.7377377152442932,9.999999747378752e-06
0.4634660482406616,0.8042168617248535,0.5076034069061279,0.7487487196922302,9.999999747378752e-06
0.45121726393699646,0.8002007603645325,0.4866984784603119,0.7597597241401672,9.999999747378752e-06
0.40042799711227417,0.8202810883522034,0.47677600383758545,0.7677677273750305,9.999999747378752e-06
0.39619243144989014,0.812248945236206,0.4805494546890259,0.7647647261619568,9.999999747378752e-06
0.36904260516166687,0.8433734774589539,0.4824883043766022,0.7637637257575989,9.999999747378752e-06
0.3685615360736847,0.8383533954620361,0.494456946849823,0.762762725353241,9.999999747378752e-06
0.35724565386772156,0.845381498336792,0.501096785068512,0.7677677273750305,1.9999999949504854e-06
0.36320164799690247,0.8564256429672241,0.5046856999397278,0.770770788192749,1.9999999949504854e-06
